seed,family,m,N,tail_lexpr,tail_lexpr1,tail_asf1,tail_asfk,tail_mmrk,tail_raw,agree_lexpr_asfk,agree_lexpr_mmrk,tied_lexpr,tied_lexpr1,flip_lexpr_0.05,flip_lexpr_0.10,flip_lexpr_0.20,flip_lexpr1_0.05,flip_lexpr1_0.10,flip_lexpr1_0.20,flip_asf1_0.05,flip_asf1_0.10,flip_asf1_0.20,flip_asfk_0.05,flip_asfk_0.10,flip_asfk_0.20,flip_mmrk_0.05,flip_mmrk_0.10,flip_mmrk_0.20,flip_raw_0.05,flip_raw_0.10,flip_raw_0.20,classflip_lexpr_0.05,classflip_lexpr_0.10,classflip_lexpr_0.20,classflip_lexpr1_0.05,classflip_lexpr1_0.10,classflip_lexpr1_0.20
20260701,Knapsack,5,150,0.8128547394256264,0.7513058607045013,0.7513058607045013,0.8128547394256264,0.8128547394256264,0.7513058607045013,1,1,0,0,0.06666666666666667,0.45,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.45,0.7333333333333333,0.06666666666666667,0.45,0.7333333333333333,0.4,0.6666666666666666,0.9,0.06666666666666667,0.45,0.7333333333333333,0.0,0.0,0.0
20260701,Knapsack,4,209,0.8516383319734603,0.7735544831647092,0.7730647359472367,0.8516383319734603,0.8516383319734603,0.7730647359472367,1,1,0,0,0.0,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08333333333333333,0.0,0.05,0.08333333333333333,0.45,0.8666666666666667,1.0,0.0,0.05,0.08333333333333333,0.0,0.0,0.0
20260701,Knapsack,4,298,0.9096416887306226,0.780655574501775,0.780655574501775,0.9096416887306226,0.9096416887306226,0.780655574501775,1,1,0,0,0.1,0.16666666666666666,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16666666666666666,0.38333333333333336,0.1,0.16666666666666666,0.4,0.4666666666666667,0.7333333333333333,0.9833333333333333,0.1,0.16666666666666666,0.4,0.0,0.0,0.0
20260701,Knapsack,5,200,0.8053014914012925,0.768753705242774,0.768753705242774,0.8053014914012925,0.8053014914012925,0.768753705242774,1,1,0,0,0.0,0.03333333333333333,0.21666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.21666666666666667,0.0,0.03333333333333333,0.21666666666666667,0.5666666666666667,0.75,0.9333333333333333,0.0,0.03333333333333333,0.21666666666666667,0.0,0.0,0.0
20260701,Knapsack,5,224,0.8003561953376769,0.7629444208432706,0.7629444208432706,0.8169669716467755,0.8169669716467755,0.7629444208432706,0,0,0,0,0.48333333333333334,0.6166666666666667,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.5166666666666667,0.38333333333333336,0.5,0.5166666666666667,0.38333333333333336,0.7166666666666667,0.8833333333333333,0.95,0.9833333333333333,0.48333333333333334,0.6166666666666667,0.35,0.0,0.0,0.0
20260701,Knapsack,4,159,0.8174164585429852,0.7700942582392929,0.7744798370709166,0.8174164585429852,0.8174164585429852,0.7744798370709166,1,1,0,0,0.0,0.03333333333333333,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.25,0.0,0.03333333333333333,0.31666666666666665,0.6166666666666667,0.8333333333333334,0.9333333333333333,0.0,0.03333333333333333,0.2833333333333333,0.0,0.0,0.0
20260701,Knapsack,3,260,0.8943695766040087,0.8392598700781287,0.8392598700781287,0.8943695766040087,0.8943695766040087,0.8392598700781287,1,1,0,0,0.0,0.1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.45,0.0,0.1,0.45,0.7833333333333333,0.9,1.0,0.0,0.1,0.45,0.0,0.0,0.0
20260701,Knapsack,3,101,0.9035300772365935,0.8593866590211342,0.8593866590211342,0.9035300772365935,0.9035300772365935,0.8593866590211342,1,1,0,0,0.0,0.05,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2833333333333333,0.0,0.05,0.2833333333333333,0.35,0.7833333333333333,0.85,0.0,0.05,0.2833333333333333,0.0,0.0,0.0
20260701,Knapsack,3,191,0.8851215888385686,0.8362635067240396,0.8362635067240396,0.8851215888385686,0.8851215888385686,0.8362635067240396,1,1,0,0,0.4,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.7166666666666667,0.4,0.5,0.7333333333333333,0.55,0.8666666666666667,0.9833333333333333,0.4,0.5,0.7,0.0,0.0,0.0
20260701,Knapsack,5,117,0.8208199196593117,0.7454848600665165,0.7454848600665165,0.8208199196593117,0.8208199196593117,0.7454848600665165,1,1,0,0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.1,0.4666666666666667,0.8333333333333334,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0
