nadir_err,realized_rms_error,loss,loss_change,loss_change_lower,loss_change_upper,flip_rate,flip_lower,flip_upper
0.0,0.0,0.5842947515244986,0.0,0.0,0.0,0.0,0.0,0.11351339317396876
0.05,0.05000000000000002,0.586122746045855,0.0018279945213563501,-0.00396670320474732,0.0069169461054126545,0.23333333333333334,0.11792388144489496,0.40928326158122164
0.1,0.10000000000000003,0.5953047003360338,0.011009948811535213,0.003015680280881695,0.01883437058042079,0.5,0.33154125640533766,0.6684587435946623
0.2,0.20000000000000007,0.6121484936692314,0.02785374214473277,0.018403881956538325,0.0378083991594826,0.7333333333333333,0.555520383048111,0.8581733668040368
0.3,0.30000000000000004,0.6283819797092159,0.044087228184717255,0.0344624285841647,0.05384369718624336,0.9,0.7437891742081593,0.9654001112526658
0.5,0.5,0.6585166503817309,0.0742218988572322,0.06173285059291809,0.08644148653328848,0.9666666666666667,0.8332960900859082,0.9940914096183874
