theta,linear,concave,convex,disconnected
0.3,0.3800036645835107,0.5927664226317979,0.09909936736094206,0.5102986993656989
0.4,0.38439333639298606,0.5940367192465442,0.09444114227294391,0.47768840599592494
0.5,0.381407585598924,0.5836437795720332,0.09285858526986628,0.5039004820341741
0.6,0.3815681017821,0.5898173556105176,0.09840169857846,0.503357109427107
0.7,0.3777764470594224,0.5902676879103568,0.0941635416383302,0.5495735600393721
0.8,0.3796137509446816,0.582777876283518,0.09104732225833123,0.5350953612100777
0.9,0.3717204577094923,0.597417442556011,0.09250309445018821,0.5124766006627136
