problem_id,resample,n_obs,exact_recovered,tolerance_covered
38,2,100,1,1
38,3,100,0,0
38,4,100,1,1
39,0,1,0,0
39,1,1,0,0
39,2,1,0,0
39,3,1,0,0
39,4,1,0,0
39,0,2,0,0
39,1,2,0,0
39,2,2,0,0
39,3,2,0,0
39,4,2,0,0
39,0,5,1,1
39,1,5,0,0
39,2,5,0,0
39,3,5,0,0
39,4,5,0,0
39,0,10,1,1
39,1,10,1,1
39,2,10,0,0
39,3,10,1,1
39,4,10,1,1
39,0,20,1,1
39,1,20,1,1
39,2,20,1,1
39,3,20,1,1
39,4,20,1,1
39,0,50,1,1
39,1,50,1,1
39,2,50,1,1
39,3,50,1,1
39,4,50,1,1
39,0,100,1,1
39,1,100,1,1
39,2,100,1,1
39,3,100,1,1
39,4,100,1,1
