seed,family,m,N,unique_winner,depth,div_lexpr_asf,div_singletons,div_no_clusters,div_no_singletons,div_grand_mean,div_grand_max,div_asf_singleton,tail_lexpr,tail_asf,flip_lexpr_0.05,flip_asf_0.05,flip_lexpr_0.10,flip_asf_0.10,flip_lexpr_0.20,flip_asf_0.20
20260704,Knapsack,3,225,True,1.0,1,1,0,1,1,1,1,0.9224308156289739,0.8413044566656391,0.03333333333333333,0.8166666666666667,0.23333333333333334,0.9166666666666666,0.48333333333333334,0.9666666666666667
20260704,Knapsack,3,68,True,1.0,1,1,0,1,1,1,1,0.8996100482418595,0.8477048071708857,0.2833333333333333,0.6,0.38333333333333336,0.75,0.4666666666666667,0.95
20260704,Knapsack,4,252,True,1.0,1,1,0,1,1,1,1,0.8641273125614907,0.7929182886048783,0.15,0.8,0.26666666666666666,0.9,0.38333333333333336,0.9666666666666667
20260704,Knapsack,3,204,True,1.0,1,1,0,1,1,1,1,0.9195629951514565,0.8538655469413144,0.0,0.8166666666666667,0.21666666666666667,0.9833333333333333,0.5,1.0
20260704,Knapsack,4,212,True,1.0,1,1,0,1,1,1,1,0.8772345214417406,0.7699762749449518,0.15,0.5833333333333334,0.7166666666666667,0.8833333333333333,0.9833333333333333,1.0
20260704,Knapsack,4,148,True,1.0,1,1,0,1,1,1,1,0.9007788601348413,0.7652307022964118,0.1,0.55,0.31666666666666665,0.8333333333333334,0.48333333333333334,0.9166666666666666
20260704,Knapsack,5,228,True,1.0,1,1,0,1,1,1,1,0.7965238225161964,0.7551171151095737,0.16666666666666666,0.6666666666666666,0.4,0.85,0.5333333333333333,0.95
20260704,Knapsack,5,93,True,2.0,1,1,0,1,1,1,1,0.8158116329894101,0.7450378073078326,0.26666666666666666,0.5333333333333333,0.4166666666666667,0.7333333333333333,0.45,0.9333333333333333
20260704,Knapsack,4,228,True,2.0,1,1,0,1,1,1,1,0.8796238722695858,0.7807151672888953,0.016666666666666666,0.7833333333333333,0.08333333333333333,0.9666666666666667,0.2833333333333333,1.0
20260704,Knapsack,4,213,True,1.0,1,1,0,1,1,1,1,0.8375373869490554,0.7812983599040327,0.0,0.6833333333333333,0.0,0.8333333333333334,0.13333333333333333,0.9833333333333333
20260704,Knapsack,4,149,True,1.0,1,1,0,1,1,1,1,0.8653721846751921,0.7692779457071122,0.23333333333333334,0.7166666666666667,0.43333333333333335,0.9333333333333333,0.5,1.0
20260704,Knapsack,3,186,True,1.0,1,1,0,1,1,1,1,0.8850589734592302,0.8334031247438672,0.11666666666666667,0.8833333333333333,0.31666666666666665,1.0,0.48333333333333334,0.95
20260704,Knapsack,3,297,True,1.0,1,1,0,1,1,1,1,0.9217508129160993,0.8305042290229754,0.0,0.8,0.16666666666666666,0.9166666666666666,0.5333333333333333,0.95
20260704,Knapsack,4,295,True,1.0,1,1,0,1,1,1,1,0.8954750800984361,0.7919551471518457,0.4166666666666667,0.8333333333333334,0.6,0.9666666666666667,0.8333333333333334,0.9333333333333333
20260704,Knapsack,5,122,True,1.0,1,1,0,1,1,1,1,0.7766225901562609,0.7589058188623975,0.23333333333333334,0.8,0.65,0.9166666666666666,0.9333333333333333,0.9833333333333333
