seed,family,m,N,unique_winner,depth,div_lexpr_asf,div_singletons,div_no_clusters,div_no_singletons,div_grand_mean,div_grand_max,div_asf_singleton,tail_lexpr,tail_asf,flip_lexpr_0.05,flip_asf_0.05,flip_lexpr_0.10,flip_asf_0.10,flip_lexpr_0.20,flip_asf_0.20
20260706,Knapsack,5,183,True,2.0,1,1,0,1,1,1,1,0.764762367971656,0.7252084393666397,0.11666666666666667,0.4666666666666667,0.3,0.75,0.48333333333333334,0.9833333333333333
20260706,Knapsack,3,276,True,1.0,1,1,0,1,1,1,1,0.8978731361225705,0.8388670498184766,0.11666666666666667,0.6166666666666667,0.31666666666666665,0.9666666666666667,0.6833333333333333,0.9833333333333333
20260706,Knapsack,5,284,True,1.0,1,1,0,1,1,1,1,0.8332507775377387,0.753925873502354,0.25,0.7333333333333333,0.7666666666666667,0.7166666666666667,0.8666666666666667,0.9666666666666667
20260706,Knapsack,3,195,True,1.0,1,1,0,1,1,1,1,0.8469813555777399,0.8147613400589419,0.016666666666666666,0.7,0.2,0.85,0.6333333333333333,0.9833333333333333
20260706,Knapsack,5,250,True,1.0,1,1,0,1,1,1,1,0.8140856296919033,0.7673647754094831,0.05,0.38333333333333336,0.2,0.7666666666666667,0.6666666666666666,0.9666666666666667
20260706,Knapsack,3,68,True,1.0,1,1,0,1,1,1,1,0.9207499689196385,0.7988891881800454,0.18333333333333332,0.6,0.38333333333333336,0.8333333333333334,0.7333333333333333,0.95
20260706,Knapsack,4,278,True,1.0,1,1,0,1,1,1,1,0.8698400357250322,0.798679460859993,0.0,0.7166666666666667,0.0,0.85,0.08333333333333333,0.9666666666666667
20260706,Knapsack,3,61,True,1.0,1,1,0,1,1,1,1,0.9351573347043285,0.8011502472695625,0.36666666666666664,0.75,0.7333333333333333,0.8666666666666667,0.9,0.8833333333333333
20260706,Knapsack,4,182,True,1.0,1,1,0,1,1,1,1,0.8193427368406553,0.7704355214160808,0.4,0.4666666666666667,0.38333333333333336,0.8333333333333334,0.3333333333333333,0.9666666666666667
20260706,Knapsack,5,164,True,1.0,1,1,0,1,1,1,1,0.9105507876881503,0.7643891827499113,0.43333333333333335,0.9666666666666667,0.5,1.0,0.45,0.9833333333333333
20260706,Knapsack,3,91,True,1.0,1,1,0,1,1,1,1,0.9321024918403757,0.8336062271199242,0.1,0.48333333333333334,0.26666666666666666,0.8333333333333334,0.5666666666666667,0.9666666666666667
20260706,Knapsack,3,138,True,1.0,1,1,0,1,1,1,1,0.9310678122557462,0.8588299227797227,0.35,0.7833333333333333,0.6833333333333333,0.9666666666666667,0.85,0.9833333333333333
20260706,Knapsack,3,184,True,1.0,1,1,0,1,1,1,1,0.9397608029835094,0.8296998208853504,0.0,0.4666666666666667,0.16666666666666666,0.6833333333333333,0.3,0.9166666666666666
20260706,Knapsack,3,220,True,2.0,1,1,0,1,1,1,1,0.950887044844612,0.8621249293007197,0.5166666666666667,0.9333333333333333,0.6166666666666667,0.9833333333333333,0.65,0.9833333333333333
20260706,Knapsack,4,164,True,1.0,1,1,0,1,1,1,1,0.9061774323502495,0.7842443311502869,0.5666666666666667,0.36666666666666664,0.55,0.75,0.7333333333333333,0.95
20260706,Knapsack,4,203,True,1.0,1,1,0,1,1,1,1,0.852967151455874,0.7743675197701517,0.0,0.06666666666666667,0.03333333333333333,0.6666666666666666,0.3333333333333333,0.8833333333333333
20260706,Knapsack,4,165,True,1.0,1,1,0,1,1,1,1,0.8676487850562415,0.7787241878689014,0.5166666666666667,0.75,0.7,0.8666666666666667,0.7166666666666667,0.95
20260706,Knapsack,5,125,True,1.0,1,1,0,0,1,1,1,0.7916642515532647,0.776002970162866,0.0,0.6666666666666666,0.06666666666666667,0.8833333333333333,0.3333333333333333,0.9166666666666666
20260706,Knapsack,5,127,True,1.0,1,1,0,1,1,1,1,0.7431817872014309,0.7494499387893447,0.0,0.5166666666666667,0.0,0.7666666666666667,0.26666666666666666,0.95
20260706,Knapsack,3,160,True,1.0,1,1,0,1,1,1,1,0.8851766881912175,0.8492529691525134,0.03333333333333333,0.7833333333333333,0.18333333333333332,0.8833333333333333,0.55,0.9166666666666666
20260706,Knapsack,4,264,True,1.0,1,1,0,1,1,1,1,0.8591324847476289,0.7924740268585545,0.48333333333333334,0.7333333333333333,0.7666666666666667,0.9333333333333333,0.9166666666666666,0.9833333333333333
20260706,Knapsack,5,173,True,1.0,1,1,0,1,1,1,1,0.8528534833417176,0.7536165507010272,0.15,0.5333333333333333,0.31666666666666665,0.8666666666666667,0.43333333333333335,0.95
20260706,Knapsack,5,294,True,1.0,1,1,0,1,1,1,1,0.7643648761383619,0.7484166180477483,0.0,0.6166666666666667,0.16666666666666666,0.8833333333333333,0.4,0.9166666666666666
20260706,Knapsack,4,203,True,2.0,1,1,0,1,1,1,1,0.8629811248102006,0.7779840286855546,0.5666666666666667,0.8666666666666667,0.7666666666666667,0.85,0.9333333333333333,0.9833333333333333
20260706,Knapsack,5,104,True,1.0,1,1,0,1,1,1,1,0.7616902896774926,0.7617084674420131,0.03333333333333333,0.7333333333333333,0.13333333333333333,0.85,0.3333333333333333,0.9666666666666667
20260706,Knapsack,5,276,True,1.0,1,1,0,1,1,1,1,0.801004814556926,0.7652483714113475,0.23333333333333334,0.5,0.48333333333333334,0.8,0.7833333333333333,1.0
