seed,family,m,N,unique_winner,depth,div_lexpr_asf,div_singletons,div_no_clusters,div_no_singletons,div_grand_mean,div_grand_max,div_asf_singleton,tail_lexpr,tail_asf,flip_lexpr_0.05,flip_asf_0.05,flip_lexpr_0.10,flip_asf_0.10,flip_lexpr_0.20,flip_asf_0.20
20260705,Knapsack,5,295,True,1.0,1,1,0,1,1,1,1,0.8078906285320862,0.7475709162093144,0.0,0.6833333333333333,0.06666666666666667,0.9,0.36666666666666664,1.0
20260705,Knapsack,5,232,True,1.0,1,1,0,1,1,1,1,0.7766869694336223,0.743957372562808,0.5333333333333333,0.6833333333333333,0.6666666666666666,0.8333333333333334,0.8833333333333333,0.95
20260705,Knapsack,3,94,True,1.0,1,1,0,1,1,1,1,0.9832087587070926,0.8550547367957567,0.06666666666666667,0.38333333333333336,0.38333333333333336,0.7166666666666667,0.7666666666666667,0.8833333333333333
20260705,Knapsack,3,271,True,1.0,1,1,0,1,1,1,1,0.9127729947494255,0.8655505043559245,0.5666666666666667,0.75,0.5833333333333334,0.95,0.7833333333333333,1.0
20260705,Knapsack,4,69,True,1.0,1,1,0,0,1,1,1,0.8381087029005059,0.7640117143815878,0.0,0.8333333333333334,0.0,0.9,0.0,0.9833333333333333
20260705,Knapsack,3,96,True,1.0,1,1,0,1,1,1,1,0.9086538690575928,0.8290328876467872,0.0,0.7666666666666667,0.016666666666666666,0.9166666666666666,0.16666666666666666,0.95
20260705,Knapsack,4,136,True,1.0,1,1,0,1,1,1,1,0.8345097896525104,0.7985605606367188,0.36666666666666664,0.5333333333333333,0.5333333333333333,0.7666666666666667,0.4666666666666667,0.9833333333333333
20260705,Knapsack,4,95,True,1.0,1,1,0,1,1,1,1,0.9255055014110797,0.7706974095935691,0.016666666666666666,0.5,0.3,0.7666666666666667,0.7,0.9166666666666666
20260705,Knapsack,4,213,True,1.0,1,1,0,1,1,1,1,0.853325152247227,0.7833409999588488,0.0,0.5833333333333334,0.0,0.8666666666666667,0.18333333333333332,1.0
20260705,Knapsack,3,251,True,2.0,1,1,0,1,1,1,1,0.8896213213385875,0.8489577034276067,0.0,0.5833333333333334,0.13333333333333333,0.8333333333333334,0.4666666666666667,0.9833333333333333
20260705,Knapsack,3,194,True,1.0,1,1,0,1,1,1,1,0.9387683831684642,0.8320768089319048,0.31666666666666665,0.6833333333333333,0.6,0.8833333333333333,0.6333333333333333,0.9333333333333333
20260705,Knapsack,3,198,True,1.0,1,1,0,1,1,1,1,0.8800507511796494,0.8357314335131918,0.0,0.85,0.2,0.9166666666666666,0.2833333333333333,1.0
20260705,Knapsack,4,246,True,1.0,1,1,0,1,1,1,1,0.8185720728459782,0.7625267625110136,0.2833333333333333,0.35,0.4666666666666667,0.95,0.6,0.9666666666666667
20260705,Knapsack,4,159,True,1.0,1,1,0,1,1,1,1,0.8059827667680568,0.766078265502464,0.0,0.5666666666666667,0.0,0.7333333333333333,0.08333333333333333,0.9833333333333333
20260705,Knapsack,4,110,True,1.0,1,1,0,1,1,1,1,0.7919515319421865,0.7779041258244658,0.6333333333333333,0.5166666666666667,0.8,0.65,0.9833333333333333,0.9
20260705,Knapsack,5,141,True,1.0,1,1,0,1,1,1,1,0.7933972459471288,0.7443810177818402,0.0,0.4,0.016666666666666666,0.8333333333333334,0.35,1.0
20260705,Knapsack,4,61,True,1.0,1,1,0,1,1,1,1,0.7630611225797954,0.7375994458685773,0.11666666666666667,0.4,0.21666666666666667,0.6333333333333333,0.3,0.9833333333333333
20260705,Knapsack,5,192,True,1.0,1,1,0,1,1,1,1,0.8387952124159599,0.7258817389918503,0.0,0.6,0.16666666666666666,0.7166666666666667,0.4,0.95
20260705,Knapsack,4,208,True,1.0,1,1,0,1,1,1,1,0.8488980393034278,0.7833807064718294,0.31666666666666665,0.5666666666666667,0.3,0.7333333333333333,0.4,0.8833333333333333
20260705,Knapsack,5,243,True,1.0,1,1,0,1,1,1,1,0.7668132072827646,0.7465590202044479,0.03333333333333333,0.6666666666666666,0.45,0.7833333333333333,0.5,0.9166666666666666
20260705,Knapsack,4,128,True,1.0,1,1,0,1,1,1,1,0.8631542276593116,0.7808249323461017,0.08333333333333333,0.31666666666666665,0.2833333333333333,0.6,0.6833333333333333,0.95
