nadir_err,realized_rms_error,loss,loss_change,loss_change_lower,loss_change_upper,flip_rate,flip_lower,flip_upper
0.0,0.0,0.4505382605190901,0.0,0.0,0.0,0.0,0.0,0.11351339317396876
0.05,0.05000000000000002,0.4526719232865499,0.002133662767459867,-0.0037069054060060638,0.009614210612610221,0.23333333333333334,0.11792388144489496,0.40928326158122164
0.1,0.10000000000000003,0.45683089040660835,0.006292629887518277,-0.0024607008500044055,0.01627585682750288,0.5,0.33154125640533766,0.6684587435946623
0.2,0.20000000000000007,0.4571144140041712,0.006576153485081045,-0.001280141747912654,0.015192978682324344,0.7333333333333333,0.555520383048111,0.8581733668040368
0.3,0.30000000000000004,0.4575161013374578,0.00697784081836782,-0.0021769814904694803,0.017017717216389783,0.9,0.7437891742081593,0.9654001112526658
0.5,0.5,0.44569565997187527,-0.0048426005472147465,-0.015174477924342183,0.0061838614989828435,0.9666666666666667,0.8332960900859082,0.9940914096183874
