theta,linear,concave,convex,disconnected
0.3,0.19038207302195803,0.4545122360165935,0.03806671570129289,0.3444282908532285
0.4,0.18792316115874833,0.4618478137306973,0.03422235570644128,0.3708901672300905
0.5,0.19309997225984288,0.4533856429016785,0.033485368682594635,0.3436022708464371
0.6,0.18508260426316786,0.44603235569760447,0.03728632172358572,0.36691642473469327
0.7,0.1810576449972789,0.4580369301477648,0.037474684293063575,0.3345305520775236
0.8,0.17572437405726676,0.439479282314737,0.03636570484382253,0.3363387591872823
0.9,0.18600041674260756,0.4512224668564679,0.03680218260436508,0.3752489607614247
