instance,family,m,data_split,mode,refused,tied_nominal,rival,decisive_coordinate,winner_enclosure_width,rival_enclosure_width,certified_at_root,max_D_width,mean_D_width
heavytail-10-1,heavytail,10,stress,independent,False,False,6,T_25,0.0240967184618942,0.02409736281444367,False,0.17162038381329014,0.013686603164968055
heavytail-10-1,heavytail,10,stress,joint,False,False,6,T_25,0.022703769427706137,0.022704364353250947,False,0.0952493773626778,0.008653466642703559
heavytail-10-2,heavytail,10,stress,independent,False,False,0,C_M,0.0,0.0,True,0.22389037129893619,0.02639096371358392
heavytail-10-2,heavytail,10,stress,joint,False,False,0,C_M,0.0,0.0,True,0.12178491104229738,0.015813055243570538
heavytail-10-3,heavytail,10,stress,independent,False,False,9,C_M,0.0,0.0,True,0.4150713190226306,0.04856812301872292
heavytail-10-3,heavytail,10,stress,joint,False,False,9,C_M,0.0,0.0,True,0.2506367715801737,0.0326579504847025
heavytail-10-4,heavytail,10,stress,independent,False,False,3,C_M,11.0,7.0,False,0.7751144999706822,0.0787239794962074
heavytail-10-4,heavytail,10,stress,joint,False,False,3,C_M,2.0,0.0,True,0.4823720922280009,0.05319552680109885
heavytail-10-5,heavytail,10,stress,independent,False,False,2,C_M,0.0,1.0,True,0.5125146106096112,0.059298032843392384
heavytail-10-5,heavytail,10,stress,joint,False,False,2,C_M,0.0,1.0,True,0.33037739278195855,0.040275919361675315
heavytail-10-6,heavytail,10,stress,independent,False,False,7,C_M,0.0,4.0,True,0.39801853028022527,0.04269777649417898
heavytail-10-6,heavytail,10,stress,joint,False,False,7,C_M,0.0,0.0,True,0.22546335920053978,0.026338770322775443
heavytail-10-7,heavytail,10,stress,independent,False,False,1,C_M,0.0,0.0,True,0.7136302235852543,0.07597355655596753
heavytail-10-7,heavytail,10,stress,joint,False,False,1,C_M,0.0,0.0,True,0.48813741057530574,0.05280280148025205
