instance,family,data_split,arm,budget,certified_volume,certified,seconds
convex-3-4,convex,test,A0_global_independent,1024,1.848265464288179e-12,False,0.6338727090042084
convex-3-4,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0009485420305281878
convex-3-4,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0008758750045672059
convex-3-4,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0008730830159038305
convex-3-5,convex,test,A0_global_independent,64,7.105427357601002e-15,False,0.04084170900750905
convex-3-5,convex,test,A0_global_independent,256,6.927791673660977e-14,False,0.26042454200796783
convex-3-5,convex,test,A0_global_independent,1024,3.659295089164516e-13,False,1.1443410420324653
convex-3-5,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0008978750556707382
convex-3-5,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0008580830181017518
convex-3-5,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0008554169908165932
convex-3-6,convex,test,A0_global_independent,64,1.1641532182693481e-10,False,0.039151082979515195
convex-3-6,convex,test,A0_global_independent,256,6.984919309616089e-10,False,0.2150441249832511
convex-3-6,convex,test,A0_global_independent,1024,1.3037606549914926e-09,False,1.005924207973294
convex-3-6,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0008881250396370888
convex-3-6,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0008491670014336705
convex-3-6,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0008409160654991865
convex-3-7,convex,test,A0_global_independent,64,3.183231456205249e-12,False,0.03748087503481656
convex-3-7,convex,test,A0_global_independent,256,1.9397816686250735e-11,False,0.21187158301472664
convex-3-7,convex,test,A0_global_independent,1024,4.125411123823142e-11,False,0.9679811249952763
convex-3-7,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0008927079616114497
convex-3-7,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0008673330303281546
convex-3-7,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0008546670433133841
convex-6-0,convex,development,A0_global_independent,64,0.0,False,0.02633550006430596
convex-6-0,convex,development,A0_global_independent,256,0.0,False,0.10489479196257889
convex-6-0,convex,development,A0_global_independent,1024,0.0,False,0.43734045792371035
convex-6-0,convex,development,A3_decision_joint_relevant,64,1.0,True,0.0011696249712258577
convex-6-0,convex,development,A3_decision_joint_relevant,256,1.0,True,0.0011157079134136438
convex-6-0,convex,development,A3_decision_joint_relevant,1024,1.0,True,0.00111408403608948
convex-6-1,convex,development,A0_global_independent,64,0.0,False,0.02623045793734491
convex-6-1,convex,development,A0_global_independent,256,0.0,False,0.10396724997553974
convex-6-1,convex,development,A0_global_independent,1024,0.0,False,0.4231012499658391
convex-6-1,convex,development,A3_decision_joint_relevant,64,1.0,True,0.0011336670722812414
convex-6-1,convex,development,A3_decision_joint_relevant,256,1.0,True,0.0011067079612985253
convex-6-1,convex,development,A3_decision_joint_relevant,1024,1.0,True,0.0011030839523300529
convex-6-2,convex,development,A0_global_independent,64,0.0,False,0.02626183396205306
convex-6-2,convex,development,A0_global_independent,256,0.0,False,0.10409237502608448
convex-6-2,convex,development,A0_global_independent,1024,0.0,False,0.4141799999633804
convex-6-2,convex,development,A3_decision_joint_relevant,64,1.0,True,0.0016547910636290908
convex-6-2,convex,development,A3_decision_joint_relevant,256,1.0,True,0.0011969999177381396
convex-6-2,convex,development,A3_decision_joint_relevant,1024,1.0,True,0.0011312910355627537
convex-6-3,convex,calibration,A0_global_independent,64,0.0,False,0.02800574991852045
convex-6-3,convex,calibration,A0_global_independent,256,0.0,False,0.13200383307412267
convex-6-3,convex,calibration,A0_global_independent,1024,0.0,False,0.5520849169697613
convex-6-3,convex,calibration,A3_decision_joint_relevant,64,1.0,True,0.0011729579418897629
convex-6-3,convex,calibration,A3_decision_joint_relevant,256,1.0,True,0.0012235000031068921
convex-6-3,convex,calibration,A3_decision_joint_relevant,1024,1.0,True,0.0013119999784976244
convex-6-4,convex,test,A0_global_independent,64,0.0,False,0.027535291970707476
convex-6-4,convex,test,A0_global_independent,256,0.0,False,0.11145095794927329
convex-6-4,convex,test,A0_global_independent,1024,0.0,False,0.48836712492629886
convex-6-4,convex,test,A3_decision_joint_relevant,64,1.0,True,0.001270791981369257
convex-6-4,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0011007499415427446
convex-6-4,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0011284590000286698
convex-6-5,convex,test,A0_global_independent,64,0.0,False,0.027931040967814624
convex-6-5,convex,test,A0_global_independent,256,0.0,False,0.1117749159457162
convex-6-5,convex,test,A0_global_independent,1024,0.0,False,0.4897122500697151
convex-6-5,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0012532080290839076
convex-6-5,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0011205840855836868
convex-6-5,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0011052500922232866
convex-6-6,convex,test,A0_global_independent,64,0.0,False,0.028123750002123415
convex-6-6,convex,test,A0_global_independent,256,0.0,False,0.11031620798166841
convex-6-6,convex,test,A0_global_independent,1024,0.0,False,0.4575666249729693
convex-6-6,convex,test,A3_decision_joint_relevant,64,1.0,True,0.005605499958619475
convex-6-6,convex,test,A3_decision_joint_relevant,256,1.0,True,0.006013749982230365
convex-6-6,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.006093916948884726
convex-6-7,convex,test,A0_global_independent,64,0.0,False,0.029138625017367303
convex-6-7,convex,test,A0_global_independent,256,0.0,False,0.14532791706733406
convex-6-7,convex,test,A0_global_independent,1024,0.0,False,0.5744819169631228
convex-6-7,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0012506669154390693
convex-6-7,convex,test,A3_decision_joint_relevant,256,1.0,True,0.001324875047430396
convex-6-7,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0013199170352891088
convex-10-0,convex,development,A0_global_independent,64,0.0,False,0.0363382090581581
convex-10-0,convex,development,A0_global_independent,256,0.0,False,0.15009216603357345
convex-10-0,convex,development,A0_global_independent,1024,0.0,False,0.5998475409578532
convex-10-0,convex,development,A3_decision_joint_relevant,64,0.0,False,0.06841770804021508
convex-10-0,convex,development,A3_decision_joint_relevant,256,0.0,False,0.22081108298152685
convex-10-0,convex,development,A3_decision_joint_relevant,1024,0.0,False,0.8547866670414805
convex-10-1,convex,development,A0_global_independent,64,0.0,False,0.036682916921563447
convex-10-1,convex,development,A0_global_independent,256,0.0,False,0.14610591693781316
convex-10-1,convex,development,A0_global_independent,1024,0.0,False,0.5872969169868156
convex-10-1,convex,development,A3_decision_joint_relevant,64,1.0,True,0.0017820419743657112
convex-10-1,convex,development,A3_decision_joint_relevant,256,1.0,True,0.0015107920626178384
convex-10-1,convex,development,A3_decision_joint_relevant,1024,1.0,True,0.0015580829931423068
convex-10-2,convex,development,A0_global_independent,64,0.0,False,0.04327404196374118
convex-10-2,convex,development,A0_global_independent,256,0.0,False,0.15059858304448426
convex-10-2,convex,development,A0_global_independent,1024,0.0,False,0.6020702499663457
convex-10-2,convex,development,A3_decision_joint_relevant,64,1.0,True,0.0018350000027567148
convex-10-2,convex,development,A3_decision_joint_relevant,256,1.0,True,0.00150545802898705
convex-10-2,convex,development,A3_decision_joint_relevant,1024,1.0,True,0.0014740830520167947
convex-10-3,convex,calibration,A0_global_independent,64,0.0,False,0.03659545897971839
convex-10-3,convex,calibration,A0_global_independent,256,0.0,False,0.145901000010781
convex-10-3,convex,calibration,A0_global_independent,1024,0.0,False,0.5950174590107054
convex-10-3,convex,calibration,A3_decision_joint_relevant,64,1.0,True,0.0017223750473931432
convex-10-3,convex,calibration,A3_decision_joint_relevant,256,1.0,True,0.0017013750039041042
convex-10-3,convex,calibration,A3_decision_joint_relevant,1024,1.0,True,0.0015810000477358699
convex-10-4,convex,test,A0_global_independent,64,0.0,False,0.03712749993428588
convex-10-4,convex,test,A0_global_independent,256,0.0,False,0.14529795793350786
convex-10-4,convex,test,A0_global_independent,1024,0.0,False,0.5808062920114025
convex-10-4,convex,test,A3_decision_joint_relevant,64,1.0,True,0.006272207945585251
convex-10-4,convex,test,A3_decision_joint_relevant,256,1.0,True,0.010856500011868775
convex-10-4,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0047673750668764114
convex-10-5,convex,test,A0_global_independent,64,0.0,False,0.03665770904626697
convex-10-5,convex,test,A0_global_independent,256,0.0,False,0.14709879190195352
convex-10-5,convex,test,A0_global_independent,1024,0.0,False,0.6042519999900833
convex-10-5,convex,test,A3_decision_joint_relevant,64,1.0,True,0.001788624911569059
convex-10-5,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0015142079209908843
convex-10-5,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.00180358299985528
convex-10-6,convex,test,A0_global_independent,64,0.0,False,0.03689320897683501
convex-10-6,convex,test,A0_global_independent,256,0.0,False,0.15074262488633394
convex-10-6,convex,test,A0_global_independent,1024,0.0,False,0.6587898749858141
convex-10-6,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0015632500872015953
convex-10-6,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0016619169618934393
convex-10-6,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0016537089832127094
convex-10-7,convex,test,A0_global_independent,64,0.0,False,0.03732591692823917
convex-10-7,convex,test,A0_global_independent,256,0.0,False,0.15016945893876255
convex-10-7,convex,test,A0_global_independent,1024,0.0,False,0.6202283749589697
convex-10-7,convex,test,A3_decision_joint_relevant,64,1.0,True,0.0017349169356748462
convex-10-7,convex,test,A3_decision_joint_relevant,256,1.0,True,0.0015574999852105975
convex-10-7,convex,test,A3_decision_joint_relevant,1024,1.0,True,0.0014963749563321471
disconnected-3-0,disconnected,development,A0_global_independent,64,0.0,False,0.026797041995450854
disconnected-3-0,disconnected,development,A0_global_independent,256,0.0,False,0.12883583293296397
disconnected-3-0,disconnected,development,A0_global_independent,1024,0.0,False,0.5740698330337182
disconnected-3-0,disconnected,development,A3_decision_joint_relevant,64,0.00201416015625,False,0.032350791967473924
disconnected-3-0,disconnected,development,A3_decision_joint_relevant,256,0.0093994140625,False,0.12058887502644211
disconnected-3-0,disconnected,development,A3_decision_joint_relevant,1024,0.03302001953125,False,0.5155219580046833
disconnected-3-1,disconnected,development,A0_global_independent,64,0.0,False,0.025658165919594467
disconnected-3-1,disconnected,development,A0_global_independent,256,0.0,False,0.1532743329880759
disconnected-3-1,disconnected,development,A0_global_independent,1024,0.0,False,0.6517953750444576
disconnected-3-1,disconnected,development,A3_decision_joint_relevant,64,1.0,True,0.0009476670529693365
disconnected-3-1,disconnected,development,A3_decision_joint_relevant,256,1.0,True,0.0008745830273255706
disconnected-3-1,disconnected,development,A3_decision_joint_relevant,1024,1.0,True,0.0009679159848019481
disconnected-3-2,disconnected,development,A0_global_independent,64,3.701927653310122e-12,False,0.04231120797339827
disconnected-3-2,disconnected,development,A0_global_independent,256,5.7696070143720135e-12,False,0.3626094999490306
disconnected-3-2,disconnected,development,A0_global_independent,1024,2.5536905923218e-11,False,1.1142607090296224
disconnected-3-2,disconnected,development,A3_decision_joint_relevant,64,1.0,True,0.0008999999845400453
disconnected-3-2,disconnected,development,A3_decision_joint_relevant,256,1.0,True,0.0008708749664947391
disconnected-3-2,disconnected,development,A3_decision_joint_relevant,1024,1.0,True,0.0010946249822154641
disconnected-3-3,disconnected,calibration,A0_global_independent,64,0.0,False,0.023114874958992004
disconnected-3-3,disconnected,calibration,A0_global_independent,256,1.3877787807814457e-17,False,0.12047825008630753
disconnected-3-3,disconnected,calibration,A0_global_independent,1024,5.551115123125783e-17,False,0.47023870795965195
disconnected-3-3,disconnected,calibration,A3_decision_joint_relevant,64,1.0,True,0.0010468749096617103
disconnected-3-3,disconnected,calibration,A3_decision_joint_relevant,256,1.0,True,0.0009791249176487327
disconnected-3-3,disconnected,calibration,A3_decision_joint_relevant,1024,1.0,True,0.0008742079371586442
disconnected-3-4,disconnected,test,A0_global_independent,64,1.7763568394002505e-15,False,0.030417374917306006
disconnected-3-4,disconnected,test,A0_global_independent,256,2.886579864025407e-14,False,0.20413387508597225
disconnected-3-4,disconnected,test,A0_global_independent,1024,3.785860513971784e-14,False,0.907434833003208
disconnected-3-4,disconnected,test,A3_decision_joint_relevant,64,0.0030517578125,False,0.03155549999792129
disconnected-3-4,disconnected,test,A3_decision_joint_relevant,256,0.010986328125,False,0.12201566598378122
disconnected-3-4,disconnected,test,A3_decision_joint_relevant,1024,0.06357017159461975,False,0.4767012499505654
disconnected-3-5,disconnected,test,A0_global_independent,64,1.9081958235744878e-17,False,0.02594537497498095
disconnected-3-5,disconnected,test,A0_global_independent,256,3.139849491518021e-16,False,0.20424283295869827
disconnected-3-5,disconnected,test,A0_global_independent,1024,1.0460382560140147e-15,False,0.7877964590443298
disconnected-3-5,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.0009253340540453792
disconnected-3-5,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0008574590319767594
disconnected-3-5,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0008547910256311297
disconnected-3-6,disconnected,test,A0_global_independent,64,0.0,False,0.023363459040410817
disconnected-3-6,disconnected,test,A0_global_independent,256,0.0,False,0.10190962499473244
disconnected-3-6,disconnected,test,A0_global_independent,1024,0.0,False,0.4358854580204934
disconnected-3-6,disconnected,test,A3_decision_joint_relevant,64,0.00146484375,False,0.030972790904343128
disconnected-3-6,disconnected,test,A3_decision_joint_relevant,256,0.00506591796875,False,0.11891041602939367
disconnected-3-6,disconnected,test,A3_decision_joint_relevant,1024,0.037353515625,False,0.47358887491282076
disconnected-3-7,disconnected,test,A0_global_independent,64,3.3306690738754696e-16,False,0.03275695792399347
disconnected-3-7,disconnected,test,A0_global_independent,256,7.66053886991358e-15,False,0.2580774169182405
disconnected-3-7,disconnected,test,A0_global_independent,1024,2.475797344914099e-14,False,1.1226946669630706
disconnected-3-7,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.0010316669940948486
disconnected-3-7,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0008652500109747052
disconnected-3-7,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0008535840315744281
disconnected-6-0,disconnected,development,A0_global_independent,64,0.0,False,0.0295429170364514
disconnected-6-0,disconnected,development,A0_global_independent,256,0.0,False,0.12609091703779995
disconnected-6-0,disconnected,development,A0_global_independent,1024,0.0,False,0.5150946249486879
disconnected-6-0,disconnected,development,A3_decision_joint_relevant,64,1.0,True,0.001156458049081266
disconnected-6-0,disconnected,development,A3_decision_joint_relevant,256,1.0,True,0.0012277500936761498
disconnected-6-0,disconnected,development,A3_decision_joint_relevant,1024,1.0,True,0.0012707089772447944
disconnected-6-1,disconnected,development,A0_global_independent,64,0.0,False,0.03121462499257177
disconnected-6-1,disconnected,development,A0_global_independent,256,0.0,False,0.13466470793355256
disconnected-6-1,disconnected,development,A0_global_independent,1024,0.0,False,0.5415645419852808
disconnected-6-1,disconnected,development,A3_decision_joint_relevant,64,1.0,True,0.0013763749739155173
disconnected-6-1,disconnected,development,A3_decision_joint_relevant,256,1.0,True,0.0011352919973433018
disconnected-6-1,disconnected,development,A3_decision_joint_relevant,1024,1.0,True,0.0011058750096708536
disconnected-6-2,disconnected,development,A0_global_independent,64,0.0,False,0.02849229099228978
disconnected-6-2,disconnected,development,A0_global_independent,256,0.0,False,0.12377312500029802
disconnected-6-2,disconnected,development,A0_global_independent,1024,0.0,False,0.5142474169842899
disconnected-6-2,disconnected,development,A3_decision_joint_relevant,64,1.0,True,0.003525541047565639
disconnected-6-2,disconnected,development,A3_decision_joint_relevant,256,1.0,True,0.00333358405623585
disconnected-6-2,disconnected,development,A3_decision_joint_relevant,1024,1.0,True,0.0035491660237312317
disconnected-6-3,disconnected,calibration,A0_global_independent,64,0.0,False,0.0324183750199154
disconnected-6-3,disconnected,calibration,A0_global_independent,256,0.0,False,0.1863562089856714
disconnected-6-3,disconnected,calibration,A0_global_independent,1024,0.0,False,0.7535540410317481
disconnected-6-3,disconnected,calibration,A3_decision_joint_relevant,64,1.0,True,0.0013113340828567743
disconnected-6-3,disconnected,calibration,A3_decision_joint_relevant,256,1.0,True,0.0011729169636964798
disconnected-6-3,disconnected,calibration,A3_decision_joint_relevant,1024,1.0,True,0.001113042002543807
disconnected-6-4,disconnected,test,A0_global_independent,64,0.0,False,0.026703333016484976
disconnected-6-4,disconnected,test,A0_global_independent,256,0.0,False,0.11377295898273587
disconnected-6-4,disconnected,test,A0_global_independent,1024,0.0,False,0.4654274160275236
disconnected-6-4,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.0011976659297943115
disconnected-6-4,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.001095250016078353
disconnected-6-4,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0010783339384943247
disconnected-6-5,disconnected,test,A0_global_independent,64,0.0,False,0.03016641701105982
disconnected-6-5,disconnected,test,A0_global_independent,256,0.0,False,0.12769645801745355
disconnected-6-5,disconnected,test,A0_global_independent,1024,0.0,False,0.516988042043522
disconnected-6-5,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.00112895795609802
disconnected-6-5,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0011052089976146817
disconnected-6-5,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0010664999717846513
disconnected-6-6,disconnected,test,A0_global_independent,64,0.0,False,0.028833957971073687
disconnected-6-6,disconnected,test,A0_global_independent,256,0.0,False,0.1388208749704063
disconnected-6-6,disconnected,test,A0_global_independent,1024,0.0,False,0.5876002080040053
disconnected-6-6,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.0013446660013869405
disconnected-6-6,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0012396670645102859
disconnected-6-6,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0012005409225821495
disconnected-6-7,disconnected,test,A0_global_independent,64,0.0,False,0.02888620807789266
disconnected-6-7,disconnected,test,A0_global_independent,256,0.0,False,0.12814345897641033
disconnected-6-7,disconnected,test,A0_global_independent,1024,0.0,False,0.518008166924119
disconnected-6-7,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.0013158329529687762
disconnected-6-7,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0012618328910320997
disconnected-6-7,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0011596670374274254
disconnected-10-0,disconnected,development,A0_global_independent,64,0.0,False,0.03674516698811203
disconnected-10-0,disconnected,development,A0_global_independent,256,0.0,False,0.14943308394867927
disconnected-10-0,disconnected,development,A0_global_independent,1024,0.0,False,0.5987417500000447
disconnected-10-0,disconnected,development,A3_decision_joint_relevant,64,6.854534149169922e-07,False,0.25826354103628546
disconnected-10-0,disconnected,development,A3_decision_joint_relevant,256,3.166496753692627e-06,False,0.23974020802415907
disconnected-10-0,disconnected,development,A3_decision_joint_relevant,1024,8.061528205871582e-06,False,0.7356397500261664
disconnected-10-1,disconnected,development,A0_global_independent,64,0.0,False,0.03636745794210583
disconnected-10-1,disconnected,development,A0_global_independent,256,0.0,False,0.14268870803061873
disconnected-10-1,disconnected,development,A0_global_independent,1024,0.0,False,0.5759639160241932
disconnected-10-1,disconnected,development,A3_decision_joint_relevant,64,1.0,True,0.00226658396422863
disconnected-10-1,disconnected,development,A3_decision_joint_relevant,256,1.0,True,0.0023594170343130827
disconnected-10-1,disconnected,development,A3_decision_joint_relevant,1024,1.0,True,0.0016394580015912652
disconnected-10-2,disconnected,development,A0_global_independent,64,0.0,False,0.041320999967865646
disconnected-10-2,disconnected,development,A0_global_independent,256,0.0,False,0.18346633296459913
disconnected-10-2,disconnected,development,A0_global_independent,1024,0.0,False,0.689595166943036
disconnected-10-2,disconnected,development,A3_decision_joint_relevant,64,1.0,True,0.0016558750066906214
disconnected-10-2,disconnected,development,A3_decision_joint_relevant,256,1.0,True,0.0021817920496687293
disconnected-10-2,disconnected,development,A3_decision_joint_relevant,1024,1.0,True,0.0020201250445097685
disconnected-10-3,disconnected,calibration,A0_global_independent,64,0.0,False,0.03643633297178894
disconnected-10-3,disconnected,calibration,A0_global_independent,256,0.0,False,0.14316833403427154
disconnected-10-3,disconnected,calibration,A0_global_independent,1024,0.0,False,0.622323082992807
disconnected-10-3,disconnected,calibration,A3_decision_joint_relevant,64,3.958120942115784e-09,False,0.04761245800182223
disconnected-10-3,disconnected,calibration,A3_decision_joint_relevant,256,2.6542693376541138e-08,False,0.1830361250322312
disconnected-10-3,disconnected,calibration,A3_decision_joint_relevant,1024,1.1641532182693481e-07,False,0.7176317910198122
disconnected-10-4,disconnected,test,A0_global_independent,64,0.0,False,0.03550100000575185
disconnected-10-4,disconnected,test,A0_global_independent,256,0.0,False,0.14244066597893834
disconnected-10-4,disconnected,test,A0_global_independent,1024,0.0,False,0.5690827090293169
disconnected-10-4,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.001535792020149529
disconnected-10-4,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0014608330093324184
disconnected-10-4,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0014591249637305737
disconnected-10-5,disconnected,test,A0_global_independent,64,0.0,False,0.03591179207433015
disconnected-10-5,disconnected,test,A0_global_independent,256,0.0,False,0.14394320896826684
disconnected-10-5,disconnected,test,A0_global_independent,1024,0.0,False,0.5949953750241548
disconnected-10-5,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.0015815829392522573
disconnected-10-5,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0016027919482439756
disconnected-10-5,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0015236249892041087
disconnected-10-6,disconnected,test,A0_global_independent,64,0.0,False,0.03828970796894282
disconnected-10-6,disconnected,test,A0_global_independent,256,0.0,False,0.14685654104687274
disconnected-10-6,disconnected,test,A0_global_independent,1024,0.0,False,0.5829721669433638
disconnected-10-6,disconnected,test,A3_decision_joint_relevant,64,1.0,True,0.0015554579440504313
disconnected-10-6,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.0014385420363396406
disconnected-10-6,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.0014449169393628836
disconnected-10-7,disconnected,test,A0_global_independent,64,0.0,False,0.03640270803589374
disconnected-10-7,disconnected,test,A0_global_independent,256,0.0,False,0.14203625009395182
disconnected-10-7,disconnected,test,A0_global_independent,1024,0.0,False,0.5720890420489013
disconnected-10-7,disconnected,test,A3_decision_joint_relevant,64,0.46875,False,0.053023000014945865
disconnected-10-7,disconnected,test,A3_decision_joint_relevant,256,1.0,True,0.16299320908728987
disconnected-10-7,disconnected,test,A3_decision_joint_relevant,1024,1.0,True,0.16312487493269145
correlated-3-0,correlated,development,A0_global_independent,64,3.259629011154175e-09,False,0.04387508402578533
correlated-3-0,correlated,development,A0_global_independent,256,1.5050318324938416e-08,False,0.22629220795352012
correlated-3-0,correlated,development,A0_global_independent,1024,1.5137636477646765e-08,False,0.9677514160284773
correlated-3-0,correlated,development,A3_decision_joint_relevant,64,1.0,True,0.0008971249917522073
correlated-3-0,correlated,development,A3_decision_joint_relevant,256,1.0,True,0.000895833014510572
correlated-3-0,correlated,development,A3_decision_joint_relevant,1024,1.0,True,0.0011124999728053808
correlated-3-1,correlated,development,A0_global_independent,64,5.820766091346741e-11,False,0.04504129197448492
correlated-3-1,correlated,development,A0_global_independent,256,2.0372681319713593e-10,False,0.2444055420346558
correlated-3-1,correlated,development,A0_global_independent,1024,1.1523297871463e-09,False,1.1071870831074193
correlated-3-1,correlated,development,A3_decision_joint_relevant,64,1.0,True,0.0010285419411957264
correlated-3-1,correlated,development,A3_decision_joint_relevant,256,1.0,True,0.001023750053718686
correlated-3-1,correlated,development,A3_decision_joint_relevant,1024,1.0,True,0.0010046249954029918
correlated-3-2,correlated,development,A0_global_independent,64,0.0,False,0.013482959009706974
correlated-3-2,correlated,development,A0_global_independent,256,0.0,False,0.07689691602718085
correlated-3-2,correlated,development,A0_global_independent,1024,0.0,False,0.31979824998416007
correlated-3-2,correlated,development,A3_decision_joint_relevant,64,1.7763568394002505e-15,False,0.02435754192993045
correlated-3-2,correlated,development,A3_decision_joint_relevant,256,2.3092638912203256e-14,False,0.12091212498489767
correlated-3-2,correlated,development,A3_decision_joint_relevant,1024,9.059419880941277e-14,False,0.5058983329217881
correlated-3-3,correlated,calibration,A0_global_independent,64,0.0,False,0.012990791001357138
correlated-3-3,correlated,calibration,A0_global_independent,256,0.0,False,0.07326387497596443
correlated-3-3,correlated,calibration,A0_global_independent,1024,0.0,False,0.3176566249458119
correlated-3-3,correlated,calibration,A3_decision_joint_relevant,64,0.0,False,0.025607584044337273
correlated-3-3,correlated,calibration,A3_decision_joint_relevant,256,0.0,False,0.1537844999693334
correlated-3-3,correlated,calibration,A3_decision_joint_relevant,1024,0.0,False,0.6709953329991549
correlated-3-4,correlated,test,A0_global_independent,64,5.551115123125783e-17,False,0.028223125031217933
correlated-3-4,correlated,test,A0_global_independent,256,1.48318857196017e-16,False,0.15330004203133285
correlated-3-4,correlated,test,A0_global_independent,1024,8.40473524110763e-16,False,0.6316941250115633
correlated-3-4,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0008798339404165745
correlated-3-4,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.000840459018945694
correlated-3-4,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.0008337910985574126
correlated-3-5,correlated,test,A0_global_independent,64,3.865352482534945e-12,False,0.040781417046673596
correlated-3-5,correlated,test,A0_global_independent,256,1.4871659459458897e-11,False,0.2381535000167787
correlated-3-5,correlated,test,A0_global_independent,1024,1.7114309969201713e-11,False,1.037915457971394
correlated-3-5,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0010297909611836076
correlated-3-5,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.000947625027038157
correlated-3-5,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.0008689169771969318
correlated-3-6,correlated,test,A0_global_independent,64,9.663381206337363e-13,False,0.036575375008396804
correlated-3-6,correlated,test,A0_global_independent,256,4.649874235651552e-12,False,0.2215612499276176
correlated-3-6,correlated,test,A0_global_independent,1024,4.73543426693368e-12,False,0.9652825000230223
correlated-3-6,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0009110829560086131
correlated-3-6,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.0008487910963594913
correlated-3-6,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.0008407089626416564
correlated-3-7,correlated,test,A0_global_independent,64,2.3283064365386963e-10,False,0.04098083300050348
correlated-3-7,correlated,test,A0_global_independent,256,1.0550138540565968e-09,False,0.24373245798051357
correlated-3-7,correlated,test,A0_global_independent,1024,3.2887328416109085e-09,False,1.070115416077897
correlated-3-7,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0009772079065442085
correlated-3-7,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.0009070420637726784
correlated-3-7,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.0009342919802293181
correlated-6-0,correlated,development,A0_global_independent,64,0.0,False,0.013052000082097948
correlated-6-0,correlated,development,A0_global_independent,256,0.0,False,0.07137891696766019
correlated-6-0,correlated,development,A0_global_independent,1024,0.0,False,0.31313466699793935
correlated-6-0,correlated,development,A3_decision_joint_relevant,64,0.0,False,0.02184108307119459
correlated-6-0,correlated,development,A3_decision_joint_relevant,256,0.0,False,0.10788462497293949
correlated-6-0,correlated,development,A3_decision_joint_relevant,1024,0.0,False,0.4576389999128878
correlated-6-1,correlated,development,A0_global_independent,64,0.0,False,0.02798150002490729
correlated-6-1,correlated,development,A0_global_independent,256,0.0,False,0.12198612501379102
