instance,family,data_split,arm,budget,certified_volume,certified,seconds
correlated-6-1,correlated,development,A0_global_independent,1024,0.0,False,0.5268644160823897
correlated-6-1,correlated,development,A3_decision_joint_relevant,64,1.0,True,0.0012551250401884317
correlated-6-1,correlated,development,A3_decision_joint_relevant,256,1.0,True,0.001137209008447826
correlated-6-1,correlated,development,A3_decision_joint_relevant,1024,1.0,True,0.0010918750194832683
correlated-6-2,correlated,development,A0_global_independent,64,0.0,False,0.014507082989439368
correlated-6-2,correlated,development,A0_global_independent,256,0.0,False,0.07434287504293025
correlated-6-2,correlated,development,A0_global_independent,1024,0.0,False,0.2952346670208499
correlated-6-2,correlated,development,A3_decision_joint_relevant,64,0.0,False,0.023344082990661263
correlated-6-2,correlated,development,A3_decision_joint_relevant,256,0.0,False,0.11947533406782895
correlated-6-2,correlated,development,A3_decision_joint_relevant,1024,0.0,False,0.520748500013724
correlated-6-3,correlated,calibration,A0_global_independent,64,0.0,False,0.01303487503901124
correlated-6-3,correlated,calibration,A0_global_independent,256,0.0,False,0.051809375057928264
correlated-6-3,correlated,calibration,A0_global_independent,1024,0.0,False,0.21004066593013704
correlated-6-3,correlated,calibration,A3_decision_joint_relevant,64,0.0,False,0.018153209006413817
correlated-6-3,correlated,calibration,A3_decision_joint_relevant,256,0.0,False,0.06442795798648149
correlated-6-3,correlated,calibration,A3_decision_joint_relevant,1024,0.0,False,0.25815450004301965
correlated-6-4,correlated,test,A0_global_independent,64,0.0,False,0.0156431250507012
correlated-6-4,correlated,test,A0_global_independent,256,0.0,False,0.07275404210668057
correlated-6-4,correlated,test,A0_global_independent,1024,0.0,False,0.28555554104968905
correlated-6-4,correlated,test,A3_decision_joint_relevant,64,0.0,False,0.024437875021249056
correlated-6-4,correlated,test,A3_decision_joint_relevant,256,0.0,False,0.13038262503687292
correlated-6-4,correlated,test,A3_decision_joint_relevant,1024,0.0,False,0.5449538331013173
correlated-6-5,correlated,test,A0_global_independent,64,0.0,False,0.02756579197011888
correlated-6-5,correlated,test,A0_global_independent,256,0.0,False,0.10672108305152506
correlated-6-5,correlated,test,A0_global_independent,1024,0.0,False,0.43105116696096957
correlated-6-5,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0011920419055968523
correlated-6-5,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.0011204580077901483
correlated-6-5,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.0011123749427497387
correlated-6-6,correlated,test,A0_global_independent,64,0.0,False,0.0265544590074569
correlated-6-6,correlated,test,A0_global_independent,256,0.0,False,0.10870879190042615
correlated-6-6,correlated,test,A0_global_independent,1024,0.0,False,0.4315443749073893
correlated-6-6,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0011424999684095383
correlated-6-6,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.0010960000799968839
correlated-6-6,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.0011114999651908875
correlated-6-7,correlated,test,A0_global_independent,64,0.0,False,0.015346667030826211
correlated-6-7,correlated,test,A0_global_independent,256,0.0,False,0.06731545797083527
correlated-6-7,correlated,test,A0_global_independent,1024,0.0,False,0.2838780420133844
correlated-6-7,correlated,test,A3_decision_joint_relevant,64,0.0,False,0.0238494579680264
correlated-6-7,correlated,test,A3_decision_joint_relevant,256,0.0,False,0.12836116598919034
correlated-6-7,correlated,test,A3_decision_joint_relevant,1024,0.0,False,0.5575598749564961
correlated-10-0,correlated,development,A0_global_independent,64,0.0,False,0.020236540935002267
correlated-10-0,correlated,development,A0_global_independent,256,0.0,False,0.07826750003732741
correlated-10-0,correlated,development,A0_global_independent,1024,0.0,False,0.32139712490607053
correlated-10-0,correlated,development,A3_decision_joint_relevant,64,0.0,False,0.028896749950945377
correlated-10-0,correlated,development,A3_decision_joint_relevant,256,0.0,False,0.13221525005064905
correlated-10-0,correlated,development,A3_decision_joint_relevant,1024,0.0,False,0.5484935420099646
correlated-10-1,correlated,development,A0_global_independent,64,0.0,False,0.019424540922045708
correlated-10-1,correlated,development,A0_global_independent,256,0.0,False,0.09914754109922796
correlated-10-1,correlated,development,A0_global_independent,1024,0.0,False,0.4252978330478072
correlated-10-1,correlated,development,A3_decision_joint_relevant,64,0.0,False,0.030284208012744784
correlated-10-1,correlated,development,A3_decision_joint_relevant,256,0.0,False,0.22822316701058298
correlated-10-1,correlated,development,A3_decision_joint_relevant,1024,0.0,False,1.0131482089636847
correlated-10-2,correlated,development,A0_global_independent,64,0.0,False,0.020230041001923382
correlated-10-2,correlated,development,A0_global_independent,256,0.0,False,0.07859079097397625
correlated-10-2,correlated,development,A0_global_independent,1024,0.0,False,0.3165465419879183
correlated-10-2,correlated,development,A3_decision_joint_relevant,64,0.0,False,0.029061959008686244
correlated-10-2,correlated,development,A3_decision_joint_relevant,256,0.0,False,0.1616151670459658
correlated-10-2,correlated,development,A3_decision_joint_relevant,1024,0.0,False,0.7088939169188961
correlated-10-3,correlated,calibration,A0_global_independent,64,0.0,False,0.01910045789554715
correlated-10-3,correlated,calibration,A0_global_independent,256,0.0,False,0.07700554199982435
correlated-10-3,correlated,calibration,A0_global_independent,1024,0.0,False,0.42919058399274945
correlated-10-3,correlated,calibration,A3_decision_joint_relevant,64,0.0,False,0.027927499962970614
correlated-10-3,correlated,calibration,A3_decision_joint_relevant,256,0.0,False,0.1036790000507608
correlated-10-3,correlated,calibration,A3_decision_joint_relevant,1024,0.0,False,0.40144395804964006
correlated-10-4,correlated,test,A0_global_independent,64,0.0,False,0.019491958082653582
correlated-10-4,correlated,test,A0_global_independent,256,0.0,False,0.0781870000064373
correlated-10-4,correlated,test,A0_global_independent,1024,0.0,False,0.4241474580485374
correlated-10-4,correlated,test,A3_decision_joint_relevant,64,0.0,False,0.031184916966594756
correlated-10-4,correlated,test,A3_decision_joint_relevant,256,0.0,False,0.16543100005947053
correlated-10-4,correlated,test,A3_decision_joint_relevant,1024,0.0,False,0.7002634579548612
correlated-10-5,correlated,test,A0_global_independent,64,0.0,False,0.038430541986599565
correlated-10-5,correlated,test,A0_global_independent,256,0.0,False,0.14276633295230567
correlated-10-5,correlated,test,A0_global_independent,1024,0.0,False,0.6041647500824183
correlated-10-5,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.001656874897889793
correlated-10-5,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.0015233750455081463
correlated-10-5,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.001564792008139193
correlated-10-6,correlated,test,A0_global_independent,64,0.0,False,0.03500899998471141
correlated-10-6,correlated,test,A0_global_independent,256,0.0,False,0.13877604203298688
correlated-10-6,correlated,test,A0_global_independent,1024,0.0,False,0.5633712080307305
correlated-10-6,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0015727910213172436
correlated-10-6,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.0014442920219153166
correlated-10-6,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.00145866593811661
correlated-10-7,correlated,test,A0_global_independent,64,0.0,False,0.03622629202436656
correlated-10-7,correlated,test,A0_global_independent,256,0.0,False,0.1433680000482127
correlated-10-7,correlated,test,A0_global_independent,1024,0.0,False,0.592668707948178
correlated-10-7,correlated,test,A3_decision_joint_relevant,64,1.0,True,0.0015512920217588544
correlated-10-7,correlated,test,A3_decision_joint_relevant,256,1.0,True,0.0014575839741155505
correlated-10-7,correlated,test,A3_decision_joint_relevant,1024,1.0,True,0.0014842079253867269
asymmetric-3-0,asymmetric,development,A0_global_independent,64,0.0,False,0.0204522090498358
asymmetric-3-0,asymmetric,development,A0_global_independent,256,0.0,False,0.0822581669781357
asymmetric-3-0,asymmetric,development,A0_global_independent,1024,0.0,False,0.37550575006753206
asymmetric-3-0,asymmetric,development,A3_decision_joint_relevant,64,0.0003662109375,False,0.031052583013661206
asymmetric-3-0,asymmetric,development,A3_decision_joint_relevant,256,0.0017242431640625,False,0.11521112499758601
asymmetric-3-0,asymmetric,development,A3_decision_joint_relevant,1024,0.0068511962890625,False,0.46076325001195073
asymmetric-3-1,asymmetric,development,A0_global_independent,64,0.0,False,0.02102041698526591
asymmetric-3-1,asymmetric,development,A0_global_independent,256,0.0,False,0.0988521670224145
asymmetric-3-1,asymmetric,development,A0_global_independent,1024,0.0,False,0.3931451669195667
asymmetric-3-1,asymmetric,development,A3_decision_joint_relevant,64,0.001220703125,False,0.03328308300115168
asymmetric-3-1,asymmetric,development,A3_decision_joint_relevant,256,0.0051116943359375,False,0.12283345905598253
asymmetric-3-1,asymmetric,development,A3_decision_joint_relevant,1024,0.01751708984375,False,0.48659429198596627
asymmetric-3-2,asymmetric,development,A0_global_independent,64,0.0,False,0.022481749998405576
asymmetric-3-2,asymmetric,development,A0_global_independent,256,0.0,False,0.10721620894037187
asymmetric-3-2,asymmetric,development,A0_global_independent,1024,0.0,False,0.44564854202326387
asymmetric-3-2,asymmetric,development,A3_decision_joint_relevant,64,0.875,False,0.030263875029049814
asymmetric-3-2,asymmetric,development,A3_decision_joint_relevant,256,1.0,True,0.032443500007502735
asymmetric-3-2,asymmetric,development,A3_decision_joint_relevant,1024,1.0,True,0.032394375069998205
asymmetric-3-3,asymmetric,calibration,A0_global_independent,64,0.0,False,0.02108437498100102
asymmetric-3-3,asymmetric,calibration,A0_global_independent,256,0.0,False,0.10281679104082286
asymmetric-3-3,asymmetric,calibration,A0_global_independent,1024,0.0,False,0.45869320805650204
asymmetric-3-3,asymmetric,calibration,A3_decision_joint_relevant,64,1.9073486328125e-06,False,0.0337717910297215
asymmetric-3-3,asymmetric,calibration,A3_decision_joint_relevant,256,1.55717134475708e-05,False,0.11870875000022352
asymmetric-3-3,asymmetric,calibration,A3_decision_joint_relevant,1024,3.0934810638427734e-05,False,0.45953162503428757
asymmetric-3-4,asymmetric,test,A0_global_independent,64,0.0,False,0.02050379104912281
asymmetric-3-4,asymmetric,test,A0_global_independent,256,0.0,False,0.09330116701312363
asymmetric-3-4,asymmetric,test,A0_global_independent,1024,0.0,False,0.3778199589578435
asymmetric-3-4,asymmetric,test,A3_decision_joint_relevant,64,0.005859375,False,0.03134741703979671
asymmetric-3-4,asymmetric,test,A3_decision_joint_relevant,256,0.0218505859375,False,0.11947291705291718
asymmetric-3-4,asymmetric,test,A3_decision_joint_relevant,1024,0.07470703125,False,0.46695762500166893
asymmetric-3-5,asymmetric,test,A0_global_independent,64,0.0,False,0.021580458036623895
asymmetric-3-5,asymmetric,test,A0_global_independent,256,0.0,False,0.08111570903565735
asymmetric-3-5,asymmetric,test,A0_global_independent,1024,0.0,False,0.4715309999883175
asymmetric-3-5,asymmetric,test,A3_decision_joint_relevant,64,1.0,True,0.01553824997972697
asymmetric-3-5,asymmetric,test,A3_decision_joint_relevant,256,1.0,True,0.01604975003283471
asymmetric-3-5,asymmetric,test,A3_decision_joint_relevant,1024,1.0,True,0.015155749977566302
asymmetric-3-6,asymmetric,test,A0_global_independent,64,0.0,False,0.025295207975432277
asymmetric-3-6,asymmetric,test,A0_global_independent,256,0.0,False,0.14464291604235768
asymmetric-3-6,asymmetric,test,A0_global_independent,1024,0.0,False,0.6337842079810798
asymmetric-3-6,asymmetric,test,A3_decision_joint_relevant,64,0.0283203125,False,0.0294945000205189
asymmetric-3-6,asymmetric,test,A3_decision_joint_relevant,256,0.123046875,False,0.11598133307415992
asymmetric-3-6,asymmetric,test,A3_decision_joint_relevant,1024,0.5,False,0.4845755830174312
asymmetric-3-7,asymmetric,test,A0_global_independent,64,0.0,False,0.02053095807787031
asymmetric-3-7,asymmetric,test,A0_global_independent,256,0.0,False,0.08031383401248604
asymmetric-3-7,asymmetric,test,A0_global_independent,1024,0.0,False,0.3253095829859376
asymmetric-3-7,asymmetric,test,A3_decision_joint_relevant,64,0.015625,False,0.03992812498472631
asymmetric-3-7,asymmetric,test,A3_decision_joint_relevant,256,0.05419921875,False,0.15150304103735834
asymmetric-3-7,asymmetric,test,A3_decision_joint_relevant,1024,0.25,False,0.6128269999753684
asymmetric-6-0,asymmetric,development,A0_global_independent,64,0.0,False,0.027133791940286756
asymmetric-6-0,asymmetric,development,A0_global_independent,256,0.0,False,0.10826695803552866
asymmetric-6-0,asymmetric,development,A0_global_independent,1024,0.0,False,0.434638167032972
asymmetric-6-0,asymmetric,development,A3_decision_joint_relevant,64,1.0,True,0.0012614589650183916
asymmetric-6-0,asymmetric,development,A3_decision_joint_relevant,256,1.0,True,0.0011866670101881027
asymmetric-6-0,asymmetric,development,A3_decision_joint_relevant,1024,1.0,True,0.0011787079274654388
asymmetric-6-1,asymmetric,development,A0_global_independent,64,0.0,False,0.026685374905355275
asymmetric-6-1,asymmetric,development,A0_global_independent,256,0.0,False,0.11280516698025167
asymmetric-6-1,asymmetric,development,A0_global_independent,1024,0.0,False,0.44052254199050367
asymmetric-6-1,asymmetric,development,A3_decision_joint_relevant,64,1.0,True,0.001342916046269238
asymmetric-6-1,asymmetric,development,A3_decision_joint_relevant,256,1.0,True,0.001115832943469286
asymmetric-6-1,asymmetric,development,A3_decision_joint_relevant,1024,1.0,True,0.001078207977116108
asymmetric-6-2,asymmetric,development,A0_global_independent,64,0.0,False,0.027705332962796092
asymmetric-6-2,asymmetric,development,A0_global_independent,256,0.0,False,0.11175558401737362
asymmetric-6-2,asymmetric,development,A0_global_independent,1024,0.0,False,0.43677158292848617
asymmetric-6-2,asymmetric,development,A3_decision_joint_relevant,64,2.7939677238464355e-09,False,0.03920799994375557
asymmetric-6-2,asymmetric,development,A3_decision_joint_relevant,256,1.1350493878126144e-08,False,0.14335454197134823
asymmetric-6-2,asymmetric,development,A3_decision_joint_relevant,1024,6.52798917144537e-08,False,0.562559915939346
asymmetric-6-3,asymmetric,calibration,A0_global_independent,64,0.0,False,0.026263416977599263
asymmetric-6-3,asymmetric,calibration,A0_global_independent,256,0.0,False,0.10512562491931021
asymmetric-6-3,asymmetric,calibration,A0_global_independent,1024,0.0,False,0.42576637503225356
asymmetric-6-3,asymmetric,calibration,A3_decision_joint_relevant,64,3.2782554626464844e-07,False,0.042271959013305604
asymmetric-6-3,asymmetric,calibration,A3_decision_joint_relevant,256,1.0728836059570312e-06,False,0.15201733307912946
asymmetric-6-3,asymmetric,calibration,A3_decision_joint_relevant,1024,5.781650543212891e-06,False,0.6021044160006568
asymmetric-6-4,asymmetric,test,A0_global_independent,64,0.0,False,0.026836124947294593
asymmetric-6-4,asymmetric,test,A0_global_independent,256,0.0,False,0.10829470900353044
asymmetric-6-4,asymmetric,test,A0_global_independent,1024,0.0,False,0.43688262498471886
asymmetric-6-4,asymmetric,test,A3_decision_joint_relevant,64,5.820766091346741e-10,False,0.050540832919068635
asymmetric-6-4,asymmetric,test,A3_decision_joint_relevant,256,4.190951585769653e-09,False,0.15823708300013095
asymmetric-6-4,asymmetric,test,A3_decision_joint_relevant,1024,1.909211277961731e-08,False,0.5869220420718193
asymmetric-6-5,asymmetric,test,A0_global_independent,64,0.0,False,0.028927457984536886
asymmetric-6-5,asymmetric,test,A0_global_independent,256,0.0,False,0.11185791692696512
asymmetric-6-5,asymmetric,test,A0_global_independent,1024,0.0,False,0.44777354202233255
asymmetric-6-5,asymmetric,test,A3_decision_joint_relevant,64,0.0013427734375,False,0.03839520795736462
asymmetric-6-5,asymmetric,test,A3_decision_joint_relevant,256,0.00469970703125,False,0.14510670898016542
asymmetric-6-5,asymmetric,test,A3_decision_joint_relevant,1024,0.01953125,False,0.5899367920355871
asymmetric-6-6,asymmetric,test,A0_global_independent,64,0.0,False,0.02677704195957631
asymmetric-6-6,asymmetric,test,A0_global_independent,256,0.0,False,0.10832833300810307
asymmetric-6-6,asymmetric,test,A0_global_independent,1024,0.0,False,0.43380837503354996
asymmetric-6-6,asymmetric,test,A3_decision_joint_relevant,64,4.023313522338867e-07,False,0.04068049998022616
asymmetric-6-6,asymmetric,test,A3_decision_joint_relevant,256,1.7881393432617188e-06,False,0.14884249994065613
asymmetric-6-6,asymmetric,test,A3_decision_joint_relevant,1024,1.5659257769584656e-05,False,0.5718297499697655
asymmetric-6-7,asymmetric,test,A0_global_independent,64,0.0,False,0.02738887502346188
asymmetric-6-7,asymmetric,test,A0_global_independent,256,0.0,False,0.11038958292920142
asymmetric-6-7,asymmetric,test,A0_global_independent,1024,0.0,False,0.4394596250494942
asymmetric-6-7,asymmetric,test,A3_decision_joint_relevant,64,1.0,True,0.015878874924965203
asymmetric-6-7,asymmetric,test,A3_decision_joint_relevant,256,1.0,True,0.015518042026087642
asymmetric-6-7,asymmetric,test,A3_decision_joint_relevant,1024,1.0,True,0.015406499966047704
asymmetric-10-0,asymmetric,development,A0_global_independent,64,0.0,False,0.035467500099912286
asymmetric-10-0,asymmetric,development,A0_global_independent,256,0.0,False,0.14201808301731944
asymmetric-10-0,asymmetric,development,A0_global_independent,1024,0.0,False,0.5702166249975562
asymmetric-10-0,asymmetric,development,A3_decision_joint_relevant,64,5.4569682106375694e-11,False,0.050718999933451414
asymmetric-10-0,asymmetric,development,A3_decision_joint_relevant,256,3.4924596548080444e-10,False,0.18544641695916653
asymmetric-10-0,asymmetric,development,A3_decision_joint_relevant,1024,1.4115357771515846e-09,False,0.719284041901119
asymmetric-10-1,asymmetric,development,A0_global_independent,64,0.0,False,0.03624704200774431
asymmetric-10-1,asymmetric,development,A0_global_independent,256,0.0,False,0.14064433297608048
asymmetric-10-1,asymmetric,development,A0_global_independent,1024,0.0,False,0.5662893330445513
asymmetric-10-1,asymmetric,development,A3_decision_joint_relevant,64,2.0954757928848267e-09,False,0.05715224996674806
asymmetric-10-1,asymmetric,development,A3_decision_joint_relevant,256,1.280568540096283e-08,False,0.1914267080137506
asymmetric-10-1,asymmetric,development,A3_decision_joint_relevant,1024,4.330649971961975e-08,False,0.7421949170529842
asymmetric-10-2,asymmetric,development,A0_global_independent,64,0.0,False,0.03704929107334465
asymmetric-10-2,asymmetric,development,A0_global_independent,256,0.0,False,0.1468563750386238
asymmetric-10-2,asymmetric,development,A0_global_independent,1024,0.0,False,0.5784154160646722
asymmetric-10-2,asymmetric,development,A3_decision_joint_relevant,64,3.0517578125e-05,False,0.059787999955005944
asymmetric-10-2,asymmetric,development,A3_decision_joint_relevant,256,0.00018310546875,False,0.2226254999404773
asymmetric-10-2,asymmetric,development,A3_decision_joint_relevant,1024,0.0005650520324707031,False,0.8765406250022352
asymmetric-10-3,asymmetric,calibration,A0_global_independent,64,0.0,False,0.03550200001336634
asymmetric-10-3,asymmetric,calibration,A0_global_independent,256,0.0,False,0.1417626669863239
asymmetric-10-3,asymmetric,calibration,A0_global_independent,1024,0.0,False,0.5699467500671744
asymmetric-10-3,asymmetric,calibration,A3_decision_joint_relevant,64,3.4924596548080444e-10,False,0.04916579101700336
asymmetric-10-3,asymmetric,calibration,A3_decision_joint_relevant,256,2.444721758365631e-09,False,0.18083045806270093
asymmetric-10-3,asymmetric,calibration,A3_decision_joint_relevant,1024,1.5032128430902958e-08,False,0.7186386669054627
asymmetric-10-4,asymmetric,test,A0_global_independent,64,0.0,False,0.03630362497642636
asymmetric-10-4,asymmetric,test,A0_global_independent,256,0.0,False,0.14548158296383917
asymmetric-10-4,asymmetric,test,A0_global_independent,1024,0.0,False,0.5980654589366168
asymmetric-10-4,asymmetric,test,A3_decision_joint_relevant,64,0.0,False,0.05078570905607194
asymmetric-10-4,asymmetric,test,A3_decision_joint_relevant,256,0.0,False,0.18108245800249279
asymmetric-10-4,asymmetric,test,A3_decision_joint_relevant,1024,0.0,False,0.7116822910029441
asymmetric-10-5,asymmetric,test,A0_global_independent,64,0.0,False,0.03542229090817273
asymmetric-10-5,asymmetric,test,A0_global_independent,256,0.0,False,0.14205270900856704
asymmetric-10-5,asymmetric,test,A0_global_independent,1024,0.0,False,0.5663551660254598
asymmetric-10-5,asymmetric,test,A3_decision_joint_relevant,64,1.0,True,0.0015537500148639083
asymmetric-10-5,asymmetric,test,A3_decision_joint_relevant,256,1.0,True,0.001442542066797614
asymmetric-10-5,asymmetric,test,A3_decision_joint_relevant,1024,1.0,True,0.0014451249735429883
asymmetric-10-6,asymmetric,test,A0_global_independent,64,0.0,False,0.03524529095739126
asymmetric-10-6,asymmetric,test,A0_global_independent,256,0.0,False,0.13995016599074006
asymmetric-10-6,asymmetric,test,A0_global_independent,1024,0.0,False,0.5610833340324461
asymmetric-10-6,asymmetric,test,A3_decision_joint_relevant,64,2.842170943040401e-14,False,0.049092000001110137
asymmetric-10-6,asymmetric,test,A3_decision_joint_relevant,256,3.126388037344441e-13,False,0.18032254197169095
asymmetric-10-6,asymmetric,test,A3_decision_joint_relevant,1024,1.2967404927621828e-12,False,0.712826291914098
asymmetric-10-7,asymmetric,test,A0_global_independent,64,0.0,False,0.03688091703224927
asymmetric-10-7,asymmetric,test,A0_global_independent,256,0.0,False,0.1492728750454262
asymmetric-10-7,asymmetric,test,A0_global_independent,1024,0.0,False,0.608048583031632
asymmetric-10-7,asymmetric,test,A3_decision_joint_relevant,64,0.0002288818359375,False,0.10039804200641811
asymmetric-10-7,asymmetric,test,A3_decision_joint_relevant,256,0.0015106201171875,False,0.2171393329044804
asymmetric-10-7,asymmetric,test,A3_decision_joint_relevant,1024,0.006988525390625,False,0.8213102080626413
narrow-3-0,narrow,stress,A0_global_independent,64,0.0,False,0.022717125015333295
narrow-3-0,narrow,stress,A0_global_independent,256,0.0,False,0.12553920794744045
narrow-3-0,narrow,stress,A0_global_independent,1024,0.0,False,0.5497074159793556
narrow-3-0,narrow,stress,A3_decision_joint_relevant,64,0.5625,False,0.04997608391568065
narrow-3-0,narrow,stress,A3_decision_joint_relevant,256,1.0,True,0.07133808301296085
narrow-3-0,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.07620416604913771
narrow-3-1,narrow,stress,A0_global_independent,64,1.734723475976807e-18,False,0.024699041969142854
narrow-3-1,narrow,stress,A0_global_independent,256,3.642919299551295e-17,False,0.11630995909217745
narrow-3-1,narrow,stress,A0_global_independent,1024,1.0408340855860843e-16,False,0.4669698750367388
narrow-3-1,narrow,stress,A3_decision_joint_relevant,64,9.5367431640625e-05,False,0.034924999927170575
narrow-3-1,narrow,stress,A3_decision_joint_relevant,256,0.0003414154052734375,False,0.1208297919947654
narrow-3-1,narrow,stress,A3_decision_joint_relevant,1024,0.0008893013000488281,False,0.4645240829559043
narrow-3-2,narrow,stress,A0_global_independent,64,2.6020852139652106e-18,False,0.03145516593940556
narrow-3-2,narrow,stress,A0_global_independent,256,9.540979117872439e-17,False,0.253149832948111
narrow-3-2,narrow,stress,A0_global_independent,1024,3.5822039778921066e-16,False,1.0584439999656752
narrow-3-2,narrow,stress,A3_decision_joint_relevant,64,0.0009918212890625,False,0.033433833974413574
narrow-3-2,narrow,stress,A3_decision_joint_relevant,256,0.00439453125,False,0.1228833330096677
narrow-3-2,narrow,stress,A3_decision_joint_relevant,1024,0.015625,False,0.4888492909958586
narrow-3-3,narrow,stress,A0_global_independent,64,0.0,False,0.02312566596083343
narrow-3-3,narrow,stress,A0_global_independent,256,0.0,False,0.1072569580283016
narrow-3-3,narrow,stress,A0_global_independent,1024,0.0,False,0.45575824996922165
narrow-3-3,narrow,stress,A3_decision_joint_relevant,64,0.09375,False,0.03134049999061972
narrow-3-3,narrow,stress,A3_decision_joint_relevant,256,0.37109375,False,0.12030125001911074
narrow-3-3,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.33079287502914667
narrow-3-4,narrow,stress,A0_global_independent,64,0.0,False,0.020544999977573752
narrow-3-4,narrow,stress,A0_global_independent,256,0.0,False,0.08637179189827293
narrow-3-4,narrow,stress,A0_global_independent,1024,2.0816681711721685e-17,False,0.3756625830428675
narrow-3-4,narrow,stress,A3_decision_joint_relevant,64,1.5497207641601562e-06,False,0.034670166904106736
narrow-3-4,narrow,stress,A3_decision_joint_relevant,256,7.867813110351562e-06,False,0.12461283302400261
narrow-3-4,narrow,stress,A3_decision_joint_relevant,1024,3.933906555175781e-05,False,0.533088875003159
narrow-3-5,narrow,stress,A0_global_independent,64,1.1368683772161603e-13,False,0.033264500088989735
narrow-3-5,narrow,stress,A0_global_independent,256,4.831690603168681e-13,False,0.268460665945895
narrow-3-5,narrow,stress,A0_global_independent,1024,2.0250467969162855e-12,False,1.0453047920018435
narrow-3-5,narrow,stress,A3_decision_joint_relevant,64,0.05859375,False,0.03172641701530665
narrow-3-5,narrow,stress,A3_decision_joint_relevant,256,0.23046875,False,0.12051287502981722
narrow-3-5,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.46930516697466373
narrow-3-6,narrow,stress,A0_global_independent,64,2.7284841053187847e-12,False,0.03669833403546363
narrow-3-6,narrow,stress,A0_global_independent,256,2.4101609596982598e-11,False,0.21582195803057402
narrow-3-6,narrow,stress,A0_global_independent,1024,9.413270163349807e-11,False,0.9326268340228125
narrow-3-6,narrow,stress,A3_decision_joint_relevant,64,0.140625,False,0.03449908294714987
narrow-3-6,narrow,stress,A3_decision_joint_relevant,256,0.53125,False,0.13236779207363725
narrow-3-6,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.22189416701439768
narrow-3-7,narrow,stress,A0_global_independent,64,0.0,False,0.020706709008663893
narrow-3-7,narrow,stress,A0_global_independent,256,0.0,False,0.08624308404978365
narrow-3-7,narrow,stress,A0_global_independent,1024,0.0,False,0.3317751670256257
narrow-3-7,narrow,stress,A3_decision_joint_relevant,64,0.0546875,False,0.08494495798368007
narrow-3-7,narrow,stress,A3_decision_joint_relevant,256,0.22265625,False,0.13172408298123628
narrow-3-7,narrow,stress,A3_decision_joint_relevant,1024,0.39453125,False,0.4752399589633569
narrow-6-0,narrow,stress,A0_global_independent,64,0.0,False,0.02664550009649247
narrow-6-0,narrow,stress,A0_global_independent,256,0.0,False,0.10602587508037686
narrow-6-0,narrow,stress,A0_global_independent,1024,0.0,False,0.44042295799590647
narrow-6-0,narrow,stress,A3_decision_joint_relevant,64,0.59375,False,0.037567666033282876
narrow-6-0,narrow,stress,A3_decision_joint_relevant,256,1.0,True,0.08033437503036112
narrow-6-0,narrow,stress,A3_decision_joint_relevant,1024,1.0,True,0.08379674993921071
narrow-6-1,narrow,stress,A0_global_independent,64,0.0,False,0.028322166996076703
narrow-6-1,narrow,stress,A0_global_independent,256,0.0,False,0.11185799993108958
narrow-6-1,narrow,stress,A0_global_independent,1024,0.0,False,0.4668818750651553
narrow-6-1,narrow,stress,A3_decision_joint_relevant,64,1.8189894035458565e-12,False,0.041564750019460917
narrow-6-1,narrow,stress,A3_decision_joint_relevant,256,2.2737367544323206e-11,False,0.21655154204927385
narrow-6-1,narrow,stress,A3_decision_joint_relevant,1024,5.911715561524034e-11,False,0.5813720839796588
narrow-6-2,narrow,stress,A0_global_independent,64,0.0,False,0.030271833995357156
narrow-6-2,narrow,stress,A0_global_independent,256,0.0,False,0.12322720896918327
narrow-6-2,narrow,stress,A0_global_independent,1024,0.0,False,0.49475737498141825
narrow-6-2,narrow,stress,A3_decision_joint_relevant,64,0.0045166015625,False,0.03801058302633464
narrow-6-2,narrow,stress,A3_decision_joint_relevant,256,0.0191650390625,False,0.14299583295360208
narrow-6-2,narrow,stress,A3_decision_joint_relevant,1024,0.082275390625,False,0.563531041960232
narrow-6-3,narrow,stress,A0_global_independent,64,0.0,False,0.027999916928820312
narrow-6-3,narrow,stress,A0_global_independent,256,0.0,False,0.1330110830022022
narrow-6-3,narrow,stress,A0_global_independent,1024,0.0,False,0.5724990839371458
narrow-6-3,narrow,stress,A3_decision_joint_relevant,64,1.5234036254696548e-11,False,0.043073375010862947
narrow-6-3,narrow,stress,A3_decision_joint_relevant,256,5.3660187404602766e-11,False,0.14730579208116978
narrow-6-3,narrow,stress,A3_decision_joint_relevant,1024,4.474713932722807e-10,False,0.5679306250531226
