family,m,N,K,rho_max,margin,flip_rate,class_size
Job-shop,4,289,6,-0.2948973551289297,0.060584132204687335,0.4,9
Job-shop,4,115,6,-0.25286058390921856,0.06625744149040647,0.475,5
Job-shop,3,84,5,-0.4467878414022686,0.0061617724242413185,0.95,9
Job-shop,4,139,6,-0.2753582399078856,0.0007823195618095191,0.825,10
Job-shop,5,280,7,-0.20178083408541625,0.007926829260365864,0.175,5
Job-shop,4,281,6,-0.30065562735513546,0.033150617639646496,0.85,13
Job-shop,4,279,6,-0.2913243587277417,0.017537143337771344,0.6,14
Job-shop,3,194,5,-0.4779831859563134,0.08510638289361705,0.45,11
Job-shop,5,220,7,-0.14832665828969588,0.031007751906976688,0.25,7
Job-shop,5,216,7,-0.16231964172268942,0.04152933417073168,0.575,10
Job-shop,4,217,6,-0.24786871782374778,0.014650756626129524,0.95,13
Job-shop,4,111,6,-0.27210946772378747,0.01527550462193128,0.825,6
Job-shop,3,151,5,-0.4821177472919438,0.022727272704545498,0.425,4
Job-shop,3,244,5,-0.4489134680479823,0.03219696966477276,0.5,7
Job-shop,4,151,6,-0.30053767149456834,0.02127659572340429,0.825,12
Job-shop,4,238,6,-0.252985025621422,0.055719970336616687,0.475,9
Job-shop,4,185,6,-0.28232902634788287,0.053030302977272736,0.45,6
Job-shop,4,289,6,-0.20154032669582067,0.02380952378571427,0.675,9
Job-shop,3,169,5,-0.4068358507935954,0.01721014491032613,0.475,6
Job-shop,3,181,5,-0.47375016099774087,0.07874396127391314,0.325,3
Job-shop,5,173,7,-0.15512344082314497,0.0069498069428571285,0.575,5
Job-shop,4,215,6,-0.2777411971440945,0.02325581393023257,0.425,7
Job-shop,5,298,7,-0.2198075512234753,0.004923548544595979,0.85,15
Job-shop,3,242,5,-0.4666074322761564,0.00035813559133390793,0.925,10
Job-shop,4,193,6,-0.274676485504853,0.010279229756682884,0.6,10
Job-shop,4,165,6,-0.19442845244566923,0.018402433444144384,0.85,9
