contrast,family,split,outcome,n,mean_difference,median_difference,ci_low,ci_high,wins,losses,ties,prob_superiority,wilcoxon_p,volume_mean_difference,volume_ci_low,volume_ci_high,holm_adjusted_p
P1_decision_focus,primary,test,rho_lower,72,0.032989963107638895,0.013468750000000002,0.023335146755642366,0.04372728949652778,67,0,5,0.9652777777777778,1.111697427952125e-12,0.42743956430240815,0.31534038805988895,0.5441193397325096,1.5222492458326589e-12
P2_dependency,primary,test,rho_lower,72,0.020394666883680555,0.009741210937500001,0.014979623752170136,0.02640950520833333,68,0,4,0.9722222222222222,7.611246229163294e-13,0.16433849035329512,0.08868892951709709,0.24730633201663343,1.5222492458326589e-12
E1_branching,exploratory,test,rho_lower,72,0.002262125651041668,0.0007792968749999992,0.00012988281250000144,0.0042753092447916675,40,9,23,0.7152777777777778,2.7804532851876067e-05,0.015355721139572112,-0.003786588570370972,0.03906230290524225,
E2_full_vs_baseline,exploratory,test,rho_lower,72,0.055646755642361115,0.026327148437500003,0.04031570163302952,0.07342742987738715,68,0,4,0.9722222222222222,7.631727890750165e-13,0.6071337757952754,0.495625571990749,0.7163889588483986,
P1_decision_focus,exploratory,stress,rho_lower,48,0.030344319661458338,0.0130791015625,0.01990464375813802,0.04181573486328125,46,0,2,0.9791666666666666,3.488270217786954e-09,0.40230741934661357,0.27296510581685013,0.545023640881629,
P2_dependency,exploratory,stress,rho_lower,48,0.023756917317708334,0.010130859374999999,0.01543952840169271,0.03285348815917969,47,0,1,0.9895833333333334,2.3876451292806177e-09,0.181227321865807,0.08673986425407547,0.28567725951314143,
E1_branching,exploratory,stress,rho_lower,48,0.0013962402343749994,0.0,-0.00042211914062499975,0.003815307617187501,11,12,25,0.4895833333333333,0.45575401882618394,-0.0195423563260811,-0.06269665907336465,0.005456441147806886,
E2_full_vs_baseline,exploratory,stress,rho_lower,48,0.05549747721354167,0.021261718750000002,0.035787469482421876,0.07827579040527344,47,0,1,0.9895833333333334,2.382148237157387e-09,0.5639923848863394,0.4286925586283081,0.6949040319524419,
